Overview
Filename,Sprout Count,Critical Value,Total Branch Count,Branching Factor,Auxiliary Branch Count
8-7-13_10.18_A3_1,0.7043478260869566,230.0,0.7832303904051878,1.1119937641555135,0.07888256431823126
8-7-13_10.18_A3_2,1.1312741312741312,259.0,3.1877385325997536,2.8178303069738435,2.0564644013256226
8-7-13_10.18_A3_3,1.252199413489736,341.0,1.5744992830286844,1.2573870152524154,0.3222998695389483
8-7-13_10.18_A3_4,0.9348659003831418,261.0,2.3591390950533286,2.5235053434791754,1.424273194670187
8-7-13_vehiclectrl_1,0.9348659003831418,261.0,2.3591390950533286,2.5235053434791754,1.424273194670187
8-7-13_vehiclectrl_2,0.9348659003831418,261.0,2.3591390950533286,2.5235053434791754,1.424273194670187
8-7-13_vehiclectrl_3,0.9348659003831418,261.0,2.3591390950533286,2.5235053434791754,1.424273194670187
8-7-13_vehiclectrl_4,0.9348659003831418,261.0,2.3591390950533286,2.5235053434791754,1.424273194670187
9-18-13_10.18_A3_1,1.5878136200716846,279.0,2.343106556514474,1.4756811044413958,0.7552929364427896
9-18-13_10.18_A3_2,0.9673469387755103,245.0,1.8706438965407026,1.9337879943142284,0.9032969577651924
9-18-13_10.18_A3_3,0.7142857142857143,350.0,1.403991556544198,1.9655881791618772,0.6897058422584837
9-18-13_10.18_A3_4,1.6903225806451614,155.0,2.751766909393856,1.6279537059391134,1.0614443287486948
9-18-13_10.18_A3_5,1.0355555555555556,225.0,2.0845149657184794,2.012943636423424,1.0489594101629238
9-18-13_10.18_A3_6,1.0355555555555556,225.0,2.0845149657184794,2.012943636423424,1.0489594101629238
9-18-13_10.18_A3_7,1.0355555555555556,225.0,2.0845149657184794,2.012943636423424,1.0489594101629238
9-18-13_10.18_A3_8,0.46863468634686345,271.0,0.8023580397040082,1.7121183366912303,0.33372335335714476
9-18-13_vehiclectrl_1,0.46863468634686345,271.0,0.8023580397040082,1.7121183366912303,0.33372335335714476
9-18-13_vehiclectrl_2,0.46863468634686345,271.0,0.8023580397040082,1.7121183366912303,0.33372335335714476
9-18-13_vehiclectrl_3,3.515625,256.0,5.638508304989454,1.6038423623081113,2.122883304989454
9-18-13_vehiclectrl_4,1.4553571428571428,224.0,3.283276387986074,2.2559935917450322,1.827919245128931
9-18-13_vehiclectrl_5,1.5343137254901962,204.0,2.5070368942087127,1.6339793176312376,0.9727231687185165
9-18-13_vehiclectrl_6,6.557377049180328,305.0,9.631767244330998,1.4688445047604772,3.07439019515067
9-5-13_10.18_A3_1,6.557377049180328,305.0,9.631767244330998,1.4688445047604772,3.07439019515067
9-5-13_10.18_A3_2,0.6134453781512605,238.0,1.8361868901347855,2.9932361633704034,1.222741511983525
9-5-13_10.18_A3_3,0.4418604651162791,258.0,2.018454083782325,4.568080294875788,1.5765936186660459
9-5-13_10.18_A3_4,1.15,260.0,2.712411942454718,2.3586190803954072,1.5624119424547183
9-5-13_vehiclectrl_1,1.15,260.0,2.712411942454718,2.3586190803954072,1.5624119424547183
9-5-13_vehiclectrl_2,1.15,260.0,2.712411942454718,2.3586190803954072,1.5624119424547183
9-5-13_vehiclectrl_3,0.9154929577464789,213.0,1.824824298867175,1.9932696187626064,0.9093313411206961
